STATEFP,COUNTYFP,TRACTCE,GEOID,GEOID_Dub,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
06,089,012302,06089012302,6089012302.000000000000000,123.02,Census Tract 123.02,G5020,S,94630241.000000000000000,583031.000000000000000,+40.4590543,-122.4396940,203133.108642650418915,1024691173.187483072280884
06,089,010500,06089010500,6089010500.000000000000000,105,Census Tract 105,G5020,S,4244526.000000000000000,2108.000000000000000,+40.5753785,-122.3999480,31612.498534394846502,45701508.015452399849892
06,089,012500,06089012500,6089012500.000000000000000,125,Census Tract 125,G5020,S,1216821211.000000000000000,52581839.000000000000000,+40.9866263,-122.3666461,666685.547418725676835,13660967220.742671966552734
06,089,012303,06089012303,6089012303.000000000000000,123.03,Census Tract 123.03,G5020,S,73926813.000000000000000,76071.000000000000000,+40.4092192,-122.3407929,129617.074902663225657,796433928.178759574890137
06,089,011500,06089011500,6089011500.000000000000000,115,Census Tract 115,G5020,S,41782461.000000000000000,1664629.000000000000000,+40.5032610,-122.3117788,109695.205952387492289,467575885.206899583339691
06,089,012701,06089012701,6089012701.000000000000000,127.01,Census Tract 127.01,G5020,S,1004478193.000000000000000,7394359.000000000000000,+40.8708919,-121.6257424,715472.275653160410002,10889448283.551521301269531
06,089,011900,06089011900,6089011900.000000000000000,119,Census Tract 119,G5020,S,66057587.000000000000000,682191.000000000000000,+40.5228527,-122.2569379,140239.076035861973651,718245871.992648601531982
06,089,012200,06089012200,6089012200.000000000000000,122,Census Tract 122,G5020,S,51612687.000000000000000,1068915.000000000000000,+40.4098262,-122.2369837,116452.817170484020608,566968782.836241722106934
06,089,012601,06089012601,6089012601.000000000000000,126.01,Census Tract 126.01,G5020,S,2340462166.000000000000000,49792179.000000000000000,+40.8943939,-122.0049814,957159.224877700908110,25723170834.798763275146484
06,089,012702,06089012702,6089012702.000000000000000,127.02,Census Tract 127.02,G5020,S,1291762276.000000000000000,16993667.000000000000000,+40.9204305,-121.4437132,714022.744714143918827,14084475542.814178466796875
06,089,010702,06089010702,6089010702.000000000000000,107.02,Census Tract 107.02,G5020,S,12171523.000000000000000,296126.000000000000000,+40.6076787,-122.4159218,54486.556466239751899,134174010.443294838070869
06,097,152100,06097152100,6097152100.000000000000000,1521,Census Tract 1521,G5020,S,2173159.000000000000000,0.000000000000000,+38.4592376,-122.7228632,25366.731210939873563,23426303.773801073431969
06,037,123510,06037123510,6037123510.000000000000000,1235.10,Census Tract 1235.10,G5020,S,788312.000000000000000,10153.000000000000000,+34.1953384,-118.4290714,12349.673660388283679,8705053.418947942554951
06,097,151900,06097151900,6097151900.000000000000000,1519,Census Tract 1519,G5020,S,980869.000000000000000,0.000000000000000,+38.4351800,-122.7083510,14097.176827102306561,10573994.834736151620746
06,037,123520,06037123520,6037123520.000000000000000,1235.20,Census Tract 1235.20,G5020,S,502130.000000000000000,8705.000000000000000,+34.1884912,-118.4236080,12571.426722168333072,5569368.500379977747798
06,037,123601,06037123601,6037123601.000000000000000,1236.01,Census Tract 1236.01,G5020,S,1504226.000000000000000,28231.000000000000000,+34.1774941,-118.4162038,18419.672866185141174,16708309.341270800679922
06,037,123700,06037123700,6037123700.000000000000000,1237,Census Tract 1237,G5020,S,952358.000000000000000,0.000000000000000,+34.1848596,-118.4095169,13188.540732502631727,10383263.077428320422769
06,037,123800,06037123800,6037123800.000000000000000,1238,Census Tract 1238,G5020,S,1290040.000000000000000,0.000000000000000,+34.1797390,-118.4014358,17561.792182685803709,14065166.134107336401939
06,037,401001,06037401001,6037401001.000000000000000,4010.01,Census Tract 4010.01,G5020,S,1433465.000000000000000,16428.000000000000000,+34.1408746,-117.8525000,15906.240537481002320,15810355.142630074173212
