FID_TractsCensusDataJoined_2020to2022_V2_Projected,GEOID,GEOID_Dub,OBJECTID_1,GEO_ID,TtlPop_Hsp_2020,TtlPop_Hsp_2021,TtlPop_Hsp_2022,WHTE_2020,WHTE_2021,WHTE_2022,TtlPop_SxAge_2020,TtlPop_SxAge_2021,TtlPop_SxAge_2022,AGE_2020,AGE_2021,AGE_2022,Area_Tract_SqMiles,FID_DMABoundaries_CA,OBJECTID_12,ID,NAME,STATE_NAME,ST_ABBREV,esri_dma_P,TOTPOP_CY,Shape_Length,Shape_Area,Area_Intscs_SqMiles,Area_Wght
7634,06037550700,6037550700.000000000000000,2904,6037550700,6311,6770,6466,1686,1109,1084,6311,6770,6466,2528,2472,2405,0.860361769955295,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,22225.132844130803278,24315867.347596853971481,0.860361769955295,1.000000000000000
7658,06037504002,6037504002.000000000000000,2691,6037504002,5578,5655,5457,2018,1914,1855,5578,5655,5457,2823,2802,2706,0.596013105965022,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,17992.665455048234435,16848448.967094369232655,0.596013105965022,1.000000000000000
7659,06037504101,6037504101.000000000000000,2692,6037504101,4726,4588,4919,602,617,598,4726,4588,4919,1951,1900,2191,0.472156837955558,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,15972.745330250982079,13347173.591820655390620,0.472156837955558,1.000000000000000
7672,06065046601,6065046601.000000000000000,4914,6065046601,3577,3531,3068,969,927,781,3577,3531,3068,1390,1425,1178,1.017435673127374,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,26137.870878839421493,28759929.335662234574556,1.017435673127374,1.000000000000000
7681,06037551300,6037551300.000000000000000,2913,6037551300,5708,5905,5954,591,568,487,5708,5905,5954,2604,2840,2906,0.590804734753970,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,16762.115046210634318,16699473.988973699510098,0.590804734753970,1.000000000000000
7740,06037551900,6037551900.000000000000000,2921,6037551900,5290,5374,5286,712,716,1011,5290,5374,5286,2693,2871,2736,0.605731674653150,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,17443.297376377890032,17123120.588833205401897,0.605731674653150,1.000000000000000
7741,06037552100,6037552100.000000000000000,2924,6037552100,6570,6292,5964,479,521,414,6570,6292,5964,3284,3104,2772,0.564427316810131,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,17660.134602206140698,15955807.885339381173253,0.564427316810131,1.000000000000000
7742,06037552200,6037552200.000000000000000,2925,6037552200,5804,5771,5780,381,335,355,5804,5771,5780,3456,3427,3470,0.651900289054414,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,22478.793758917745436,18428332.103105522692204,0.651900289054414,1.000000000000000
7809,06037552400,6037552400.000000000000000,2928,6037552400,2339,2389,2367,183,227,196,2339,2389,2367,1134,1196,1132,0.359951499903059,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,15707.397866855621032,10175735.439946280792356,0.359951499903059,1.000000000000000
7810,06037552602,6037552602.000000000000000,2930,6037552602,3974,3640,3677,295,328,277,3974,3640,3677,1866,1526,1621,0.530729100529388,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,16755.545886695887020,15004052.442942123860121,0.530729100529388,1.000000000000000
7857,06071002051,6071002051.000000000000000,9347,6071002051,4372,4562,4435,816,907,576,4372,4562,4435,2440,2684,2627,0.568113586892268,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,18904.228581755429332,16046963.734867479652166,0.568113586892268,1.000000000000000
7858,06071002049,6071002049.000000000000000,9345,6071002049,3149,2976,3084,645,865,695,3149,2976,3084,1752,1674,1585,0.177332946369953,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,12501.104915483007062,5008848.149731894023716,0.177332946369953,1.000000000000000
7859,06071002050,6071002050.000000000000000,9346,6071002050,6568,5716,5931,775,822,935,6568,5716,5931,3869,3050,3233,0.491309844036010,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,15911.264863942466036,13877493.689734892919660,0.491309844036010,1.000000000000000
7863,06071001909,6071001909.000000000000000,9332,6071001909,2391,2440,2811,502,478,235,2391,2440,2811,1254,1187,1354,2.727856746069679,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,48579.401501123073103,77092386.075656205415726,2.727856746069679,1.000000000000000
7864,06071000305,6071000305.000000000000000,9326,6071000305,5987,5677,5543,185,312,313,5987,5677,5543,3933,3731,3681,0.212930578887971,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,14397.502280411283209,6015515.414273507893085,0.212930578887971,1.000000000000000
7865,06071000120,6071000120.000000000000000,9323,6071000120,8254,7676,7841,1848,1623,1394,8254,7676,7841,3857,3694,3943,1.455236491694070,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,24978.634097300651774,41128041.708860151469707,1.455236491694070,1.000000000000000
7869,06071001907,6071001907.000000000000000,9330,6071001907,10423,11563,12884,2735,2651,2490,10423,11563,12884,5338,6089,6780,7.024634493163781,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,67087.895905731580569,198547711.647806167602539,7.024634493163781,1.000000000000000
7890,06071000307,6071000307.000000000000000,9328,6071000307,2803,2766,2680,265,234,253,2803,2766,2680,1326,1227,1200,0.506575281360053,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,17140.730198228266090,14311887.590249374508858,0.506575281360053,1.000000000000000
7930,06071001908,6071001908.000000000000000,9331,6071001908,2558,2874,4005,417,622,748,2558,2874,4005,1566,1620,2155,5.645933440172914,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,68658.838656871303101,159551472.087712645530701,5.645933440172914,1.000000000000000
7934,06071001910,6071001910.000000000000000,9333,6071001910,1867,1933,2020,313,424,352,1867,1933,2020,1219,1146,1194,4.962706858949514,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,51127.689483910544368,140233159.761175513267517,4.962706858949514,1.000000000000000
7935,06071012201,6071012201.000000000000000,9500,6071012201,7117,7861,7980,1340,1168,1201,7117,7861,7980,3867,4312,4124,1.434178568246045,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,32294.762992856281926,40528747.262531779706478,1.434178568246045,1.000000000000000
7936,06071001911,6071001911.000000000000000,9334,6071001911,5675,5709,5797,1127,1036,1049,5675,5709,5797,2711,2688,2733,0.689555794544630,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,20834.824005689857586,19485047.965691745281219,0.689555794544630,1.000000000000000
7937,06071002112,6071002112.000000000000000,9349,6071002112,3754,3696,4147,1066,833,793,3754,3696,4147,2664,2693,2996,3.517244471265072,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,40488.985718278614513,99355549.546446487307549,3.517244471265072,1.000000000000000
7938,06071002111,6071002111.000000000000000,9348,6071002111,3758,3664,3796,793,688,890,3758,3664,3796,2300,2073,2350,1.345178989415417,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,31163.618180533667328,37999324.093959867954254,1.345178989415417,1.000000000000000
7939,06071012202,6071012202.000000000000000,9501,6071012202,10299,7371,3259,3124,2394,852,10299,7371,3259,2470,1737,893,2.808164658795429,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,40092.443284326618596,79360791.365687087178230,2.808164658795429,1.000000000000000
7940,06071000119,6071000119.000000000000000,9322,6071000119,3400,3766,3878,1028,835,696,3400,3766,3878,1383,1952,1945,0.812057253001222,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,23393.943033207007829,22949336.471312064677477,0.812057253001222,1.000000000000000
7994,06071002044,6071002044.000000000000000,9340,6071002044,4543,4420,4318,1116,823,902,4543,4420,4318,2103,2189,1968,0.809557449640716,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,21173.950896879148786,22865207.238408625125885,0.809557449640716,1.000000000000000
7996,06071000122,6071000122.000000000000000,9325,6071000122,4464,4075,4148,1641,1625,1349,4464,4075,4148,1889,1680,1711,11.932126179345849,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,122032.295076415553922,337281810.599261939525604,11.932126179345849,1.000000000000000
8019,06071000121,6071000121.000000000000000,9324,6071000121,9357,8710,8578,2279,2010,1954,9357,8710,8578,4135,3642,3367,9.243204393755281,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,78638.038958746372373,261282014.730332255363464,9.243204393755281,1.000000000000000
8037,06037221500,6037221500.000000000000000,1850,6037221500,3688,3542,3513,383,454,389,3688,3542,3513,1807,1754,1711,0.146996936813183,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8439.169820876850281,4153317.590541789773852,0.146996936813183,1.000000000000000
8038,06037221710,6037221710.000000000000000,1853,6037221710,2890,2878,2890,202,189,254,2890,2878,2890,1557,1549,1649,0.126633976972851,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8160.509244644804312,3577975.431348897051066,0.126633976972851,1.000000000000000
8039,06037221900,6037221900.000000000000000,1856,6037221900,4200,3839,4281,1160,967,1377,4200,3839,4281,3635,3229,3585,0.158311214288894,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10738.997241272054453,4473139.066700103692710,0.158311214288894,1.000000000000000
8040,06037222100,6037222100.000000000000000,1859,6037222100,4614,4264,4058,225,107,227,4614,4264,4058,2515,2147,1879,0.184917693228918,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10557.405345129191119,5224903.110981384292245,0.184917693228918,1.000000000000000
8041,06037222200,6037222200.000000000000000,1860,6037222200,4127,4058,3895,261,337,266,4127,4058,3895,2059,2130,2042,0.186050181245901,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10603.721603592885003,5256827.118563549593091,0.186050181245901,1.000000000000000
8042,06037222500,6037222500.000000000000000,1861,6037222500,5195,4893,4616,198,199,173,5195,4893,4616,3098,2985,2737,0.251916466864135,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10678.150962470632294,7118126.819346499629319,0.251916466864135,1.000000000000000
8044,06071000401,6071000401.000000000000000,5310,6071000401,6712,6527,6762,1774,1667,1797,6712,6527,6762,3304,3155,3100,2.310954630909336,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,44154.624400382228487,65299836.704968035221100,2.310954630909336,1.000000000000000
8047,06037224010,6037224010.000000000000000,1864,6037224010,2906,2933,3137,359,316,377,2906,2933,3137,1610,1657,1680,0.320616960072695,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,13994.219217195868623,9058787.224375966936350,0.320616960072695,1.000000000000000
8048,06037224020,6037224020.000000000000000,1865,6037224020,2746,2652,2633,135,134,124,2746,2652,2633,1530,1453,1557,0.475805619064392,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,15328.699027597484019,13443857.786485167220235,0.475805619064392,1.000000000000000
8052,06037265100,6037265100.000000000000000,2016,6037265100,2531,2395,2413,2082,1920,1937,2531,2395,2413,564,520,441,0.911983302980530,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,24569.834451374958007,25763642.503189377486706,0.911983302980530,1.000000000000000
8053,06037265301,6037265301.000000000000000,2019,6037265301,12957,13830,12794,3497,3805,3613,12957,13830,12794,12927,13781,12741,0.616141733898981,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,20631.935501245312480,17406262.102063454687595,0.616141733898981,1.000000000000000
8054,06037265303,6037265303.000000000000000,2020,6037265303,5089,4653,4736,1491,1324,1405,5089,4653,4736,4708,4201,4329,0.057141827033587,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,5787.761648591065750,1614304.622184466104954,0.057141827033587,1.000000000000000
8055,06037265304,6037265304.000000000000000,2021,6037265304,2625,2748,3009,1069,1062,1081,2625,2748,3009,2342,2481,2759,0.050572807553715,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,5925.408164703741022,1428721.602681498508900,0.050572807553715,1.000000000000000
8056,06037265410,6037265410.000000000000000,2023,6037265410,1775,1741,1679,1523,1550,1428,1775,1741,1679,829,821,781,0.274339274041236,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,16168.615774725314623,7750365.917475754395127,0.274339274041236,1.000000000000000
8075,06037239320,6037239320.000000000000000,1959,6037239320,3535,3194,3078,0,0,0,3535,3194,3078,2063,1785,1548,0.134004972289377,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8338.913832920889035,3787081.705328476615250,0.134004972289377,1.000000000000000
8076,06037211000,6037211000.000000000000000,1748,6037211000,5073,5204,5130,2612,2722,2629,5073,5204,5130,2192,2226,1985,1.025779622518698,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,25338.057283097659820,28979077.978229761123657,1.025779622518698,1.000000000000000
8077,06037211310,6037211310.000000000000000,1754,6037211310,3840,3507,3330,372,341,387,3840,3507,3330,2195,1926,1824,0.055574755265198,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,5031.685474800734482,1570011.097200338728726,0.055574755265198,1.000000000000000
8078,06037211410,6037211410.000000000000000,1756,6037211410,3103,3017,3038,309,276,173,3103,3017,3038,1212,1108,1144,0.104553759453757,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,7550.675296617598178,2953669.560712626203895,0.104553759453757,1.000000000000000
8079,06037211500,6037211500.000000000000000,1758,6037211500,4147,4069,4064,1497,1319,1542,4147,4069,4064,1538,1542,1521,0.350980441972290,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,13193.249276740702044,9915290.368800934404135,0.350980441972290,1.000000000000000
8080,06037211701,6037211701.000000000000000,1759,6037211701,2566,2563,2677,761,931,1067,2566,2563,2677,1073,1035,1041,0.251550796652930,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10607.073579963187512,7106575.351687490940094,0.251550796652930,1.000000000000000
8081,06037211910,6037211910.000000000000000,1765,6037211910,4287,4075,4143,449,425,382,4287,4075,4143,2296,2120,2010,0.053268532882622,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,4922.993113622040255,1504881.198832775698975,0.053268532882622,1.000000000000000
8082,06037212202,6037212202.000000000000000,1770,6037212202,3404,3258,3417,125,113,103,3404,3258,3417,2028,1894,1893,0.079718527671574,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,6525.418290548754157,2252212.026861852034926,0.079718527671574,1.000000000000000
8083,06037212204,6037212204.000000000000000,1772,6037212204,3194,2948,3431,180,169,148,3194,2948,3431,1600,1427,1639,0.082310981951518,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,6190.326111023970043,2325422.516278252005577,0.082310981951518,1.000000000000000
8084,06037212304,6037212304.000000000000000,1774,6037212304,1689,1602,1721,249,296,221,1689,1602,1721,991,935,1006,0.079411580837950,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,6347.533920911897440,2243509.327138077002019,0.079411580837950,1.000000000000000
8085,06037212306,6037212306.000000000000000,1776,6037212306,3310,3086,3030,103,130,173,3310,3086,3030,1636,1492,1491,0.062519678666067,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,5352.503280806870862,1766310.894920169375837,0.062519678666067,1.000000000000000
8086,06037212420,6037212420.000000000000000,1778,6037212420,3163,3226,2616,185,164,267,3163,3226,2616,1798,1847,1435,0.055387839498400,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,4989.761984651723651,1564821.860215260181576,0.055387839498400,1.000000000000000
8087,06037212610,6037212610.000000000000000,1781,6037212610,4740,4046,4218,377,419,401,4740,4046,4218,2118,1640,1804,0.137898256109648,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8433.315438310548416,3895855.418193699792027,0.137898256109648,1.000000000000000
8088,06037212620,6037212620.000000000000000,1782,6037212620,4120,3994,3799,391,322,417,4120,3994,3799,1973,1764,1621,0.111436038601054,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8001.206168515042009,3148296.871518482454121,0.111436038601054,1.000000000000000
8090,06037212800,6037212800.000000000000000,1785,6037212800,3370,3377,3176,662,524,587,3370,3377,3176,1135,1112,959,0.301650197852279,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,11816.179908963649723,8522389.041887365281582,0.301650197852279,1.000000000000000
8091,06037212900,6037212900.000000000000000,1786,6037212900,4102,3945,3842,373,403,470,4102,3945,3842,1738,1650,1607,0.144255149541166,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9014.920135871645471,4075615.012809566687793,0.144255149541166,1.000000000000000
8092,06037213100,6037213100.000000000000000,1787,6037213100,3089,2922,2860,131,152,187,3089,2922,2860,1213,1090,1047,0.207352695201763,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10578.625061559692767,5858271.391116497106850,0.207352695201763,1.000000000000000
8101,06037224200,6037224200.000000000000000,1866,6037224200,2632,2403,2429,89,41,55,2632,2403,2429,1446,1296,1308,0.142160787690468,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8701.316242573488125,4016583.283071601763368,0.142160787690468,1.000000000000000
8102,06037224320,6037224320.000000000000000,1868,6037224320,2947,3144,3300,15,6,6,2947,3144,3300,1491,1620,1723,0.112267355342431,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8500.834155628661392,3171968.001381121575832,0.112267355342431,1.000000000000000
8103,06037224420,6037224420.000000000000000,1870,6037224420,2651,2634,2449,128,144,177,2651,2634,2449,1486,1321,1178,0.138478787226639,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9029.493616217197996,3912691.353698003105819,0.138478787226639,1.000000000000000
8107,06037224600,6037224600.000000000000000,1871,6037224600,3280,3512,3037,62,65,135,3280,3512,3037,1828,2011,1542,0.277577836797733,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,11276.870332566970319,7843198.030312623828650,0.277577836797733,1.000000000000000
8108,06037265420,6037265420.000000000000000,2024,6037265420,1591,1502,1474,1236,1074,989,1591,1502,1474,539,547,522,0.282151266092309,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,12421.291865185896313,7970911.103139302693307,0.282151266092309,1.000000000000000
8109,06037267800,6037267800.000000000000000,2040,6037267800,2894,2775,3096,1767,1607,1723,2894,2775,3096,1134,1099,1303,0.444472282245258,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,14994.916742985587916,12558085.116888618096709,0.444472282245258,1.000000000000000
8122,06037269800,6037269800.000000000000000,2050,6037269800,3218,2943,3069,1482,1301,1336,3218,2943,3069,1614,1495,1555,0.180342082913373,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,12116.234033746464775,5095522.720581982284784,0.180342082913373,1.000000000000000
8142,06037226410,6037226410.000000000000000,1875,6037226410,3627,3588,3579,0,0,0,3627,3588,3579,2002,2045,2140,0.109067155771912,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,7171.384243533957488,3081762.153904684353620,0.109067155771912,1.000000000000000
8143,06037227020,6037227020.000000000000000,1879,6037227020,3726,3798,3529,5,5,7,3726,3798,3529,2057,2101,1912,0.169930833842262,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9228.006858599259431,4801664.733565660193563,0.169930833842262,1.000000000000000
8144,06037228100,6037228100.000000000000000,1880,6037228100,5377,5785,5158,291,276,279,5377,5785,5158,3275,3492,3032,0.387386513408884,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,15378.126612320811546,10946485.326319083571434,0.387386513408884,1.000000000000000
8145,06037228210,6037228210.000000000000000,1881,6037228210,4338,4398,4119,11,0,0,4338,4398,4119,2338,2373,2127,0.158700056357798,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9246.725740621066507,4484416.228835183195770,0.158700056357798,1.000000000000000
8146,06037228220,6037228220.000000000000000,1882,6037228220,4490,4792,4584,39,51,46,4490,4792,4584,2554,2626,2356,0.141395716937924,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9164.143712397415584,3995513.533486055210233,0.141395716937924,1.000000000000000
8147,06037228310,6037228310.000000000000000,1883,6037228310,4562,4493,4506,41,42,46,4562,4493,4506,2639,2615,2576,0.210933692796022,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,11330.381849470382804,5960369.371685189194977,0.210933692796022,1.000000000000000
8148,06037228320,6037228320.000000000000000,1884,6037228320,3271,3230,3351,0,5,7,3271,3230,3351,2098,1905,1907,0.130130885022558,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10293.029643152151039,3677169.715021413285285,0.130130885022558,1.000000000000000
8149,06037228420,6037228420.000000000000000,1886,6037228420,3337,3155,3165,0,0,0,3337,3155,3165,2152,1884,1862,0.107101090119737,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,7974.718780475360290,3026400.838279696647078,0.107101090119737,1.000000000000000
8150,06037228710,6037228710.000000000000000,1889,6037228710,4024,4141,4147,68,54,61,4024,4141,4147,2484,2584,2502,0.156289106741883,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9319.656767508480698,4416483.020347896032035,0.156289106741883,1.000000000000000
8151,06037228720,6037228720.000000000000000,1890,6037228720,5053,5000,4800,43,12,13,5053,5000,4800,2984,2839,2751,0.156043377331275,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9307.390570580344502,4409539.121227895841002,0.156043377331275,1.000000000000000
8152,06037269000,6037269000.000000000000000,2043,6037269000,4744,4519,4646,2742,2669,3024,4744,4519,4646,1485,1330,1275,0.886003543860998,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,30337.928902754923911,25032825.505729421973228,0.886003543860998,1.000000000000000
8153,06037269100,6037269100.000000000000000,2044,6037269100,4612,4197,4212,3988,3459,3071,4612,4197,4212,2160,2102,2286,0.324042420948156,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,12546.057090788666756,9154982.280477585271001,0.324042420948156,1.000000000000000
8154,06037269300,6037269300.000000000000000,2045,6037269300,3948,3791,3763,3042,2896,2969,3948,3791,3763,1439,1389,1256,0.852719447074897,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,20473.129341480558651,24092587.041431508958340,0.852719447074897,1.000000000000000
8155,06037269500,6037269500.000000000000000,2046,6037269500,3741,3525,3855,3228,2783,3014,3741,3525,3855,1446,1304,1614,0.534443433949454,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,18178.832606306645175,15099896.581413362175226,0.534443433949454,1.000000000000000
8161,06037239330,6037239330.000000000000000,1960,6037239330,2795,3100,2972,12,17,15,2795,3100,2972,1609,1777,1696,0.378194377253766,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,13531.353573980075453,10688066.355857245624065,0.378194377253766,1.000000000000000
8181,06037262302,6037262302.000000000000000,2002,6037262302,2959,2824,2839,2449,2422,2345,2959,2824,2839,948,869,879,1.182832945401398,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,32633.312538022175431,33414994.374315697699785,1.182832945401398,1.000000000000000
8182,06037229200,6037229200.000000000000000,1894,6037229200,5012,4726,4427,9,11,27,5012,4726,4427,2962,2596,2390,0.172075635518839,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,8987.702549483636176,4862606.527360818348825,0.172075635518839,1.000000000000000
8183,06037229300,6037229300.000000000000000,1895,6037229300,5846,5702,5973,230,194,217,5846,5702,5973,3368,3389,3603,0.194181875909416,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9609.957326284145893,5487300.992987177334726,0.194181875909416,1.000000000000000
8184,06037229410,6037229410.000000000000000,1896,6037229410,3948,3952,3932,54,51,44,3948,3952,3932,2478,2502,2617,0.209430734513006,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9772.974849448970417,5918349.005308626219630,0.209430734513006,1.000000000000000
8185,06037229420,6037229420.000000000000000,1897,6037229420,4421,4249,4320,26,23,18,4421,4249,4320,2685,2567,2621,0.225542628961974,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,10120.435973691895924,6373651.195457750000060,0.225542628961974,1.000000000000000
8186,06037231100,6037231100.000000000000000,1898,6037231100,3374,3590,3809,244,248,390,3374,3590,3809,1665,1855,1931,0.345196717916313,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,13007.252683180624445,9754099.278820151463151,0.345196717916313,1.000000000000000
8234,06037270300,6037270300.000000000000000,2058,6037270300,2521,2402,2815,426,516,471,2521,2402,2815,1140,1070,1144,0.377042274263259,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,13763.830780855387275,10652916.700884498655796,0.377042274263259,1.000000000000000
8235,06037271100,6037271100.000000000000000,2059,6037271100,2493,2384,2461,1148,1015,1218,2493,2384,2461,962,918,940,0.310569871135262,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,14249.672842362113443,8775013.187461575493217,0.310569871135262,1.000000000000000
8253,06071000308,6071000308.000000000000000,9329,6071000308,4244,4152,4009,149,183,267,4244,4152,4009,2338,2244,2105,0.300994493350320,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,15283.736447335515550,8503974.965725405141711,0.300994493350320,1.000000000000000
8254,06071000306,6071000306.000000000000000,9327,6071000306,3322,3421,3051,223,125,125,3322,3421,3051,2040,2108,1738,0.828391038336449,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,28383.054992870809656,23403163.995054155588150,0.828391038336449,1.000000000000000
8255,06037222700,6037222700.000000000000000,1863,6037222700,3959,3776,4094,1650,1549,1495,3959,3776,4094,3928,3714,3975,0.317327673193392,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,13721.574666191108918,8966412.108418224379420,0.317327673193392,1.000000000000000
8256,06037228800,6037228800.000000000000000,1891,6037228800,5421,5436,5347,0,0,0,5421,5436,5347,3113,2985,2955,0.326055334053562,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,12445.059212268322881,9213812.581401346251369,0.326055334053562,1.000000000000000
8257,06037228900,6037228900.000000000000000,1892,6037228900,2947,3074,2967,5,6,5,2947,3074,2967,1700,1715,1649,0.199040077678023,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9724.735367001838313,5624721.209885891526937,0.199040077678023,1.000000000000000
8258,06037229100,6037229100.000000000000000,1893,6037229100,5157,4828,4635,63,53,47,5157,4828,4635,3030,2727,2513,0.183417083051452,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,9212.284603186479217,5183225.068730918690562,0.183417083051452,1.000000000000000
8323,06037311801,6037311801.000000000000000,2224,6037311801,2896,3020,2951,1129,1358,1602,2896,3020,2951,1346,1475,1463,0.234055277767571,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,12153.325158199922953,6609708.643106816336513,0.234055277767571,1.000000000000000
8370,06037221820,6037221820.000000000000000,1855,6037221820,2424,2298,2335,795,766,765,2424,2298,2335,1902,1795,1883,0.078866053684544,5,194,803,"Los Angeles, CA",California,CA,48995.611900000003516,17642805,5879.658111826684035,2228355.634866454638541,0.078866053684544,1.000000000000000
