,GEO_ID,E_Total_population_SX_AGE_2020,E_HSPNC_Total_population_2020,E_NOTHSPNC_White_alone_2020,P_NOTHSPNC_White_alone_2020,E_Under35_SX_AGE_2020,E_Total_population_SX_AGE_2021,E_HSPNC_Total_population_2021,E_NOTHSPNC_White_alone_2021,P_NOTHSPNC_White_alone_2021,E_Under35_SX_AGE_2021,E_Total_population_SX_AGE_2022,E_HSPNC_Total_population_2022,E_NOTHSPNC_White_alone_2022,P_NOTHSPNC_White_alone_2022,E_Under35_SX_AGE_2022
7633,6081607300,3986,71,225,5.6,1452,4293,68,245,5.7,1566.1,3853,3853,3853,3853,1272.1
7634,6081607400,4806,118,560,11.7,1211.1,4675,90,329,7,1100.4,4799,4799,4799,4799,1199.3
7635,6081607500,5976,330,752,12.6,1716.6,6235,318,947,15.2,1790.9,6214,6214,6214,6214,1891.5
7636,6081607600,3640,104,464,12.7,1091.1,3954,181,363,9.2,1141.2,3978,3978,3978,3978,1128.1
7637,6081607701,4355,62,458,10.5,1336.7,4538,57,325,7.2,1339.3,4298,4298,4298,4298,1024.4
7638,6081607702,3223,272,521,16.2,1055.3,3508,243,444,12.7,1131.7,3299,3299,3299,3299,987.8
7639,6081607800,3390,66,406,12,965.5,3423,46,399,11.7,924.8,3432,3432,3432,3432,832.6
7640,6081607900,3030,70,126,4.2,560,3060,95,121,4,525.9,3182,3182,3182,3182,610.1
7641,6081608001,3520,54,156,4.4,1054.5,3559,38,186,5.2,1084,3531,3531,3531,3531,1106.9
7642,6081608002,3558,103,131,3.7,1096.1,3564,138,165,4.6,994.8,3551,3551,3551,3551,1043.5
7643,6081608013,3439,102,34,1,961.7,3359,148,58,1.7,939.1,3677,3677,3677,3677,994.2
7644,6081608023,2504,20,65,2.6,855.2,2475,20,79,3.2,809.4,2366,2366,2366,2366,755.7
7645,6081608024,3432,15,112,3.3,1067.6,3478,17,156,4.5,1116.8,3192,3192,3192,3192,950.9
7646,6081608025,5778,80,387,6.7,1827.5,6193,63,270,4.4,1777,6340,6340,6340,6340,1827.2
7647,6081608100,3580,411,87,2.4,1029.6,3702,437,136,3.7,1057,3564,3564,3564,3564,1016
7648,6081608200,3861,112,210,5.4,1099.3,3854,200,195,5.1,1152.1,3798,3798,3798,3798,1212.7
7649,6081608300,3384,139,96,2.8,1011.7,3327,82,115,3.5,1021.7,3196,3196,3196,3196,918.2
7650,6081608400,5821,317,961,16.5,1542.1,5147,456,607,11.8,1241.2,5243,5243,5243,5243,1075.1
7651,6081608501,5168,99,865,16.7,1674.6,5339,93,761,14.3,1714.4,5120,5120,5120,5120,1587.8
7652,6081608502,2664,127,146,5.5,525.2,2714,112,141,5.2,578,2628,2628,2628,2628,562.8
7653,6081608600,4817,71,401,8.3,1520.4,5012,44,543,10.8,1415.3,4598,4598,4598,4598,1205.6
7654,6081608700,6822,53,496,7.3,2249.9,6908,91,443,6.4,2284.3,7315,7315,7315,7315,2350.3
7655,6081608800,6265,172,63,1,1893.9,6491,173,0,0,2081.1,6278,6278,6278,6278,2006.6
7656,6081608900,6903,128,156,2.3,1870.8,7338,164,140,1.9,1967.6,7303,7303,7303,7303,1943.8
7657,6081609000,2464,138,152,6.2,711.8,2644,138,129,4.9,798.4,2637,2637,2637,2637,795
7658,6081609100,1563,30,56,3.6,513.6,1621,31,89,5.5,562.7,1478,1478,1478,1478,450.7
7659,6081609201,3246,16,92,2.8,991.2,3470,19,109,3.1,1116.1,3548,3548,3548,3548,1006.8
7660,6081609202,4869,140,523,10.7,1093.4,5201,130,626,12,1247.8,5172,5172,5172,5172,1278.1
7661,6081609300,3298,35,68,2.1,1216.8,3343,0,40,1.2,1183.6,3449,3449,3449,3449,1330.2
7662,6081609400,3291,10,24,0.7,1398.7,3457,5,131,3.8,1409.1,3408,3408,3408,3408,1369.6
7663,6081609500,4723,0,169,3.6,1459.2,4844,43,215,4.4,1489.7,5029,5029,5029,5029,1666
7664,6081609601,3636,53,7,0.2,1340.7,3774,82,41,1.1,1375,3675,3675,3675,3675,1271.4
7665,6081609602,1846,18,44,2.4,590.9,1801,54,48,2.7,595.8,1786,1786,1786,1786,597.8
7666,6081609603,4691,72,108,2.3,1262.2,4823,63,80,1.7,1210.3,4757,4757,4757,4757,1113.7
7667,6081609700,5176,130,161,3.1,1570.4,4881,71,215,4.4,1441.1,4783,4783,4783,4783,1383.5
7668,6081609800,4719,50,427,9,1223.4,4653,127,620,13.3,1369.7,4581,4581,4581,4581,1383.9
7669,6081609900,3197,0,162,5.1,915.9,3077,70,210,6.8,844.4,2949,2949,2949,2949,841.5
7670,6081610000,4853,72,642,13.2,1270.7,4932,74,672,13.6,1367.3,4780,4780,4780,4780,1344.7
7671,6081610100,2560,97,805,31.4,818.3,2581,99,821,31.8,792.6,2551,2551,2551,2551,800.6
7672,6081610201,5504,170,3728,67.7,1970.8,5107,189,3340,65.4,1700.3,5256,5256,5256,5256,1795
7673,6081610202,4441,227,766,17.2,889.6,4860,363,909,18.7,911,4681,4681,4681,4681,915.2
7674,6081610203,3215,63,1876,58.4,1306.6,3159,75,1868,59.1,1222.8,3134,3134,3134,3134,1268.6
7675,6081610302,3954,97,1556,39.4,1334.9,4020,124,1710,42.5,1285.7,4398,4398,4398,4398,1303.8
7676,6081610303,7037,160,236,3.4,1976.9,7232,124,180,2.5,2070.9,7091,7091,7091,7091,2057.9
7677,6081610304,4566,106,176,3.9,1347.6,4540,69,206,4.5,1329.3,4497,4497,4497,4497,1347.9
7678,6081610400,5903,212,2860,48.4,2397.8,5953,184,2862,48.1,2446.3,5981,5981,5981,5981,2464.7
7679,6081610500,5191,193,3128,60.3,1848.6,5098,89,2861,56.1,1699.8,4729,4729,4729,4729,1598.5
7680,6081610601,6272,150,4020,64.1,2409.3,5692,210,3375,59.3,2116.2,5993,5993,5993,5993,2293
7681,6081610602,3529,81,1176,33.3,1213.8,3570,160,1416,39.7,1344.6,2996,2996,2996,2996,1117.1
7682,6081610700,5926,0,1869,31.5,1551.5,6019,120,1684,28,1754.7,6010,6010,6010,6010,1906.6
7683,6081610800,4418,75,2039,46.2,1667.3,4173,90,2185,52.4,1437.1,4311,4311,4311,4311,1394.2
7684,6081610901,3948,252,1839,46.6,1538.1,3884,167,1702,43.8,1467.8,3591,3591,3591,3591,1343.5
7685,6081610902,3364,12,517,15.4,810.4,3137,208,319,10.2,704.3,2804,2804,2804,2804,595.7
7686,6081611000,7131,165,2268,31.8,2419.2,7043,182,2409,34.2,2367.2,6735,6735,6735,6735,2147.2
7687,6081611100,6267,12,366,5.8,1781.1,6338,86,361,5.7,1874.3,6426,6426,6426,6426,1910.5
7688,6081611200,2828,70,266,9.4,861,2655,71,281,10.6,820.6,2634,2634,2634,2634,761.4
7689,6081611300,5424,159,1031,19,1484.6,5089,193,904,17.8,1424.4,4946,4946,4946,4946,1281.9
7690,6081611400,4189,93,243,5.8,1481.6,4374,83,321,7.3,1640.3,4251,4251,4251,4251,1653.8
7691,6081611500,2871,31,36,1.3,1032.7,2807,30,25,0.9,941.8,2873,2873,2873,2873,978.5
7692,6081611600,2603,202,142,5.5,945.6,2437,187,95,3.9,832.4,2335,2335,2335,2335,823
7693,6081611700,5859,976,2213,37.8,2233.6,5694,737,2369,41.6,1987.5,5699,5699,5699,5699,1789.5
7694,6081611800,4323,872,2213,51.2,1564.4,4938,893,2402,48.6,1716,4558,4558,4558,4558,1630.9
7695,6081611901,3982,1066,1383,34.7,1427.2,4621,541,1968,42.6,1789.9,4392,4392,4392,4392,1565.5
7696,6081611902,6747,1129,2763,41,2144.5,6576,1240,2759,42,2138.2,7336,7336,7336,7336,2362.8
7697,6081612001,3597,350,2096,58.3,1249.2,4060,368,2257,55.6,1344.2,4017,4017,4017,4017,1344.2
7698,6081612002,3218,543,1935,60.1,1292.6,3216,477,1918,59.6,1036.5,2941,2941,2941,2941,877.5
7699,6081612101,4190,96,2217,52.9,1606.8,3530,37,1486,42.1,1198.7,3484,3484,3484,3484,1374
7700,6081612102,4249,313,1994,46.9,1607.2,3801,311,1692,44.5,1568.1,3935,3935,3935,3935,1629.9
7701,6081612500,4910,394,222,4.5,1855,4688,356,238,5.1,1793,4524,4524,4524,4524,1703.7
7702,6081612600,4537,28,143,3.2,1283.1,4343,31,141,3.2,1226.8,4372,4372,4372,4372,1224.9
7703,6081612700,2212,0,64,2.9,814.5,2113,0,34,1.6,798,2064,2064,2064,2064,714
7704,6081612800,3556,20,97,2.7,1538.9,3466,31,92,2.7,1564.7,3379,3379,3379,3379,1571.2
7705,6081612900,4922,158,112,2.3,1799.2,4564,139,143,3.1,1627.4,4441,4441,4441,4441,1520.8
7706,6081613000,3796,36,159,4.2,1398.2,3540,23,138,3.9,1170.8,3460,3460,3460,3460,1141
7707,6081613200,6731,127,296,4.4,1787.1,6589,34,491,7.5,1820.6,6851,6851,6851,6851,1696.6
7708,6081613300,2918,74,182,6.2,1072.6,2766,90,151,5.5,1015,2734,2734,2734,2734,993.5
7709,6081613400,3109,0,128,4.1,1071.2,3076,0,75,2.4,1072.4,3067,3067,3067,3067,1049.7
7710,6081613501,4994,26,1546,31,1412.2,4384,1,1475,33.6,1330.5,4247,4247,4247,4247,1179
7711,6081613502,6624,28,456,6.9,1602.8,6296,24,358,5.7,1554.1,6164,6164,6164,6164,1595.7
7712,6081613600,6269,132,1039,16.6,2093.9,6106,151,1085,17.8,1793.5,5814,5814,5814,5814,1724.3
7713,6081613701,4093,47,290,7.1,1108.4,3656,50,322,8.8,1009.4,3929,3929,3929,3929,1085.9
7714,6081613702,4903,49,1733,35.3,1541.3,5156,16,2242,43.5,1762.8,4687,4687,4687,4687,1476.7
7715,6081613800,4342,21,561,12.9,952.2,4363,0,826,18.9,992.5,4064,4064,4064,4064,954.6
7716,6081613900,7072,315,408,5.8,2430.7,6711,488,235,3.5,2249,6358,6358,6358,6358,2019.3
7717,6081614000,5842,82,224,3.8,1483.5,5773,147,359,6.2,1485.2,5872,5872,5872,5872,1372.5
7718,6081984300,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA
7719,6081990100,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA
7720,6083000101,6008,306,1098,18.3,1339.2,6098,193,1516,24.9,1452.6,5674,5674,5674,5674,1232.7
7721,6083000102,4773,2,922,19.3,1315.2,4723,1,930,19.7,1152.2,4639,4639,4639,4639,1236.5
7722,6083000103,4107,123,468,11.4,1136.8,4143,192,540,13,1168.8,4341,4341,4341,4341,1384.5
7723,6083000201,2518,0,107,4.2,558.6,2654,0,68,2.6,666.2,2656,2656,2656,2656,682.4
7724,6083000202,2263,40,450,19.9,730.3,2203,49,557,25.3,681.1,2405,2405,2405,2405,880.2
7725,6083000301,3110,48,734,23.6,1127.6,3141,47,830,26.4,1198,3087,3087,3087,3087,1239.7
7726,6083000302,4137,46,1443,34.9,1070.4,4109,132,1557,37.9,1085.6,4331,4331,4331,4331,1145
7727,6083000400,5449,40,488,9,1372.2,5563,255,520,9.3,1375.5,5377,5377,5377,5377,1230.4
7728,6083000501,3334,62,228,6.8,828.2,3142,62,225,7.2,816,3352,3352,3352,3352,938.4
7729,6083000502,5640,111,591,10.5,1532.8,5475,79,528,9.6,1450.4,5395,5395,5395,5395,1318.9
7730,6083000600,5460,0,966,17.7,1233.4,5089,0,828,16.3,1095.3,5470,5470,5470,5470,1220.4
7731,6083000700,6452,190,1205,18.7,2557.6,6116,231,554,9.1,2390.9,6233,6233,6233,6233,2337.3
7732,6083000801,3846,14,2560,66.6,1244.2,4059,44,2731,67.3,1213.6,3957,3957,3957,3957,1307.7
7733,6083000805,946,21,82,8.7,191.1,970,32,80,8.2,190.8,1077,1077,1077,1077,264.4
7734,6083000806,5598,430,3056,54.6,2078.5,5598,212,3580,64,2170.9,5484,5484,5484,5484,2083.6
7735,6083000900,3616,103,1495,41.3,1168.4,3511,169,1503,42.8,1240.9,3254,3254,3254,3254,1029
7736,6083001001,3479,45,1848,53.1,1287.9,3239,52,1819,56.2,1235,2953,2953,2953,2953,1058.1
7737,6083001002,3435,311,1461,42.5,879.9,3427,323,1370,40,909.7,3188,3188,3188,3188,829.9
7738,6083001101,4975,195,2565,51.6,1967.5,4676,100,2041,43.6,1855.3,4599,4599,4599,4599,1818.7
7739,6083001102,4630,77,2979,64.3,1833.5,4675,14,2979,63.7,1937.8,4394,4394,4394,4394,1812.2
7740,6083001203,3693,75,484,13.1,1188.9,3566,173,396,11.1,1090.8,3535,3535,3535,3535,1163.2
7741,6083001206,4138,87,2214,53.5,1882.6,4222,40,2532,60,1700,3969,3969,3969,3969,1643.8
7742,6083001208,4087,300,716,17.5,1722.2,4204,255,843,20.1,1779.7,4206,4206,4206,4206,1784.3
7743,6083001306,3758,39,624,16.6,947.9,3710,28,436,11.8,1039.2,3725,3725,3725,3725,1052.5
7744,6083001307,3824,0,1264,33.1,1213.9,3318,0,1031,31.1,1042.3,3365,3365,3365,3365,1028.7
7745,6083001308,3575,0,682,19.1,725.1,3447,0,178,5.2,801.7,3650,3650,3650,3650,833.3
7746,6083001403,1533,47,13,0.8,528.9,1662,50,16,1,591.9,1691,1691,1691,1691,590.1
7747,6083001404,1572,7,45,2.9,434,1511,6,44,2.9,485.4,1432,1432,1432,1432,395.3
7748,6083001500,2545,0,214,8.4,580.5,2474,1,157,6.3,519.7,2628,2628,2628,2628,510
7749,6083001601,6375,5,3129,49.1,2213.7,5973,5,2874,48.1,2030.3,5912,5912,5912,5912,1738.2
7750,6083001604,4360,51,1720,39.4,1375.6,4331,121,1762,40.7,1274.9,4466,4466,4466,4466,1359.9
7751,6083001704,3284,121,1512,46,953.2,3078,98,1367,44.4,941.8,3216,3216,3216,3216,914
7752,6083001706,4173,45,891,21.4,673.2,4148,64,655,15.8,648.6,4599,4599,4599,4599,914.4
7753,6083001800,931,11,309,33.2,295.8,1166,0,449,38.5,407.5,1125,1125,1125,1125,384.5
7754,6083001905,2807,21,620,22.1,550.3,3103,77,617,19.9,701.7,3073,3073,3073,3073,592.3
7755,6083001907,813,0,78,9.6,308.7,803,2,113,14.1,268.1,898,898,898,898,333.4
7756,6083001908,5335,7,781,14.6,1678.3,5268,30,706,13.4,1541.2,5357,5357,5357,5357,1587.5
7757,6083001909,3629,181,415,11.4,955,3965,269,566,14.3,1062.6,3661,3661,3661,3661,973.8
7758,6083001910,2756,0,546,19.8,820.4,2902,1,598,20.6,851.7,2858,2858,2858,2858,785.7
7759,6083001911,2011,41,474,23.6,686.9,1969,35,432,21.9,629.5,1624,1624,1624,1624,388.2
7760,6083001912,5339,69,1063,19.9,1428.5,5226,19,799,15.3,1600.5,5151,5151,5151,5151,1562.4
7761,6083002005,5643,165,1123,19.9,1963.4,5182,170,1103,21.3,1688.8,4979,4979,4979,4979,1616.5
7762,6083002006,2700,38,788,29.2,968.3,2813,6,806,28.7,975.9,2754,2754,2754,2754,812.8
7763,6083002008,7678,277,2849,37.1,3080.3,7382,289,2808,38,2968.9,7204,7204,7204,7204,2796.1
7764,6083002009,3836,126,1227,32,1364.9,3776,131,1201,31.8,1306.4,3806,3806,3806,3806,1255.1
7765,6083002010,4180,212,788,18.9,1362.7,4251,202,927,21.8,1453.7,4617,4617,4617,4617,1689.7
7766,6083002011,6378,83,4021,63,2774.8,5851,122,3389,57.9,2518.7,5925,5925,5925,5925,2654.2
7767,6083002012,2805,81,556,19.8,892.9,2916,93,774,26.5,966.1,2830,2830,2830,2830,925.6
7768,6083002013,2636,132,616,23.4,816.4,2777,171,704,25.4,827.6,2732,2732,2732,2732,835.1
7769,6083002014,6328,318,2492,39.4,2316.3,6387,437,2661,41.7,2126,6423,6423,6423,6423,1956.9
7770,6083002015,3941,2,786,19.9,1256.3,3740,2,822,22,1237.1,3724,3724,3724,3724,1152.5
7771,6083002101,4134,22,3026,73.2,1964.1,4638,49,3510,75.7,2209.6,4805,4805,4805,4805,2183.1
7772,6083002102,2254,9,1323,58.7,887.7,2240,18,1351,60.3,919.8,2368,2368,2368,2368,1072.4
7773,6083002103,5117,34,3824,74.7,2148,5093,41,3559,69.9,2267.4,5324,5324,5324,5324,2453.3
7774,6083002205,5280,24,4150,78.6,2609.9,5561,83,4261,76.6,2845.5,5218,5218,5218,5218,2545.4
7775,6083002206,5346,209,3885,72.7,2365.1,5576,291,4119,73.9,2513.5,5520,5520,5520,5520,2572
7776,6083002209,4065,34,2667,65.6,1881.7,4072,28,2553,62.7,1903.9,3904,3904,3904,3904,1842.6
7777,6083002210,6668,412,4285,64.3,2738.6,6676,317,4450,66.7,2714.8,6755,6755,6755,6755,2756.4
7778,6083002211,5669,62,2993,52.8,1925.3,5697,73,2703,47.4,1878.6,6035,6035,6035,6035,1952.1
7779,6083002303,6357,18,5834,91.8,2903.8,6402,16,5790,90.4,2987.3,6037,6037,6037,6037,2741.5
7780,6083002304,6623,59,5597,84.5,3778.8,7263,31,5916,81.5,4197.5,7036,7036,7036,7036,4174.9
7781,6083002307,5272,0,3738,70.9,2403.2,5235,0,4135,79,2244.2,5103,5103,5103,5103,2139.7
7782,6083002308,3082,169,1854,60.2,1208.3,3072,297,1786,58.1,1082,3044,3044,3044,3044,1112.8
7783,6083002309,3617,46,3129,86.5,1691.2,3921,15,3523,89.8,1913.2,3849,3849,3849,3849,1879.1
7784,6083002310,3283,65,3157,96.2,1709.9,3516,28,3218,91.5,1821.3,3656,3656,3656,3656,1813.7
7785,6083002405,4354,7,3645,83.7,2435.7,4181,7,3403,81.4,2394.8,4173,4173,4173,4173,2391.2
7786,6083002406,3781,175,3376,89.3,2213,4262,141,3826,89.8,2396.8,4446,4446,4446,4446,2701.9
7787,6083002407,4594,10,4423,96.3,2521.7,4757,10,4490,94.4,2744.9,4748,4748,4748,4748,2760.7
7788,6083002408,2093,6,1963,93.8,1211.4,2295,5,2061,89.8,1342.3,2466,2466,2466,2466,1484.6
7789,6083002409,8142,469,5273,64.8,3787.3,8696,300,5634,64.8,3829,9401,9401,9401,9401,4243.2
7790,6083002410,5786,84,5230,90.4,2673.1,6066,81,5495,90.6,2936,5646,5646,5646,5646,2347.9
7791,6083002503,1220,28,1083,88.8,691.9,1142,5,1005,88,508.1,1563,1563,1563,1563,687
7792,6083002504,6502,18,5475,84.2,3191.7,7179,16,5558,77.4,3526.8,6920,6920,6920,6920,3375.1
7793,6083002703,3628,71,2232,61.5,1499.4,3553,6,2122,59.7,1429.6,3411,3411,3411,3411,1271.7
7794,6083002705,4176,358,2345,56.2,1667.9,3952,222,2259,57.2,1594.7,4127,4127,4127,4127,1624.9
7795,6083002706,6339,231,4739,74.8,2802.8,6519,234,4974,76.3,2827.9,6316,6316,6316,6316,2638.7
7796,6083002707,2256,107,722,32,876.3,2291,95,720,31.4,915.9,2392,2392,2392,2392,919.2
7797,6083002708,2256,157,770,34.1,720.8,2297,88,885,38.5,658,2514,2514,2514,2514,766.7
7798,6083002709,3737,434,2431,65.1,1902.3,4154,347,2479,59.7,2238.7,4419,4419,4419,4419,2553.2
7799,6083002710,4336,107,3651,84.2,2240.7,4841,171,3985,82.3,2400.5,4747,4747,4747,4747,2340.2
7800,6083002802,7413,276,3328,44.9,2859.3,7611,270,3368,44.3,2878.5,7653,7653,7653,7653,2854.5
7801,6083002806,2623,49,1131,43.1,1095.8,2800,55,1221,43.6,1199,2846,2846,2846,2846,1143.1
7802,6083002808,7945,453,1719,21.6,2705.3,7085,507,1507,21.3,2229.5,6702,6702,6702,6702,2074
7803,6083002809,5287,173,2065,39.1,1707.6,5229,190,2107,40.3,1670.7,5012,5012,5012,5012,1608.7
7804,6083002906,3920,117,777,19.8,1343.2,4009,63,911,22.7,1235.7,4190,4190,4190,4190,1280.6
7805,6083002907,4185,10,491,11.7,1418.5,4198,12,521,12.4,1452.4,4039,4039,4039,4039,1420.8
7806,6083002909,5492,235,1819,33.1,2099.5,5540,121,1909,34.5,2131.3,5462,5462,5462,5462,2206.3
7807,6083002913,4274,14,569,13.3,1244.9,4339,38,679,15.6,1254.7,4193,4193,4193,4193,1178.7
7808,6083002914,3327,58,347,10.4,979,3136,43,514,16.4,786.7,3097,3097,3097,3097,780.5
7809,6083002924,6553,367,1204,18.4,6165.4,6700,451,1283,19.1,6268.8,6746,6746,6746,6746,6312.3
7810,6083002926,5659,427,1194,21.1,5119.5,5319,379,1160,21.8,4704.9,4714,4714,4714,4714,4136.1
7811,6083002932,2441,26,825,33.8,935.3,2411,29,842,34.9,907.8,2321,2321,2321,2321,847.1
7812,6083002933,5815,235,1166,20.1,4138.5,6048,233,1032,17.1,4320,6649,6649,6649,6649,4542.5
7813,6083002934,3607,188,707,19.6,1378.7,3603,248,776,21.5,1216.7,3597,3597,3597,3597,1567.2
7814,6083002935,3303,163,1030,31.2,1229.7,3479,178,1367,39.3,1320,3087,3087,3087,3087,1118.4
7815,6083002936,3521,80,546,15.5,3049.3,3713,98,495,13.3,3290.6,3262,3262,3262,3262,2808.5
7816,6083002937,3163,155,406,12.8,1272.7,3267,299,438,13.4,1385.6,3253,3253,3253,3253,1424.3
7817,6083003001,5920,63,3362,56.8,2098.4,6039,67,3806,63,2088.9,6217,6217,6217,6217,2347.1
7818,6083003004,4916,41,1361,27.7,1740.3,4980,85,1515,30.4,1761.1,4891,4891,4891,4891,1739.9
7819,6083003005,4711,98,1310,27.8,1677.7,4694,43,1087,23.2,1788.4,4704,4704,4704,4704,1836.3
7820,6083003007,3462,1,206,6,967.2,3501,24,250,7.1,918.6,3554,3554,3554,3554,858.9
7821,6083003102,3314,74,1279,38.6,1137.9,3206,42,1087,33.9,1009.1,3092,3092,3092,3092,888.3
7822,6083980000,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA
7823,6083980100,13,3,6,46.2,91.7,9,2,3,33.3,85,10,10,10,10,157
7824,6083980200,3646,771,337,9.2,2084.1,3638,659,357,9.8,2046.9,3655,3655,3655,3655,2028
7825,6083980300,6971,247,1274,18.3,6508,7196,247,1126,15.6,6632.2,6574,6574,6574,6574,6057.3
7826,6083980400,2989,413,761,25.5,3148,3004,470,570,19,3277.7,2710,2710,2710,2710,3650.3
7827,6083980500,19,0,19,100,NA,18,6,5,27.8,218,39,39,39,39,107.3
7828,6083990000,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA
7829,6085500100,7074,498,2868,40.5,1917.5,7077,597,2801,39.6,1715.6,7903,7903,7903,7903,2477
7830,6085500200,6285,619,1919,30.5,1826.4,5863,679,1811,30.9,1599.3,5406,5406,5406,5406,1588.5
7831,6085500300,3789,268,812,21.4,688,3943,239,1076,27.3,788.3,4156,4156,4156,4156,924.2
7832,6085500400,2712,236,756,27.9,883.9,2743,240,750,27.3,881.6,2545,2545,2545,2545,773.5
7833,6085500500,5732,369,705,12.3,1329.9,5377,275,659,12.3,1257.4,5020,5020,5020,5020,1040.5
7834,6085500600,5713,398,355,6.2,1669.6,5633,403,846,15,1871.8,6069,6069,6069,6069,2089.9
7835,6085500800,4482,469,1031,23,821.7,4445,647,787,17.7,735.3,4483,4483,4483,4483,729.2
7836,6085500901,4326,347,527,12.2,1234.3,4083,374,651,15.9,1338.1,4459,4459,4459,4459,1709.7
7837,6085500902,5064,444,1405,27.7,4330.4,4736,484,1386,29.3,3997.9,4613,4613,4613,4613,3941.7
7838,6085501000,5156,785,1312,25.4,2089.1,4865,648,1491,30.6,1737.4,5003,5003,5003,5003,1463.5
7839,6085501101,4329,388,1117,25.8,897.1,4239,327,1043,24.6,908.7,4369,4369,4369,4369,968.8
7840,6085501102,4465,36,2693,60.3,1437.7,4245,10,2652,62.5,1220.3,4191,4191,4191,4191,1235
7841,6085501200,4099,118,1918,46.8,1255.3,4249,93,1987,46.8,1439.3,4345,4345,4345,4345,1714
7842,6085501300,4093,309,619,15.1,1815.8,4026,392,666,16.5,1811.4,4063,4063,4063,4063,1853.8
7843,6085501401,2793,181,1741,62.3,1097.9,3029,209,1681,55.5,1107,2954,2954,2954,2954,1013.9
7844,6085501402,3161,28,2019,63.9,1205.3,2929,65,1667,56.9,1020.8,2705,2705,2705,2705,740.3
7845,6085501501,4335,212,1886,43.5,1782.5,4259,294,1789,42,1662.2,4159,4159,4159,4159,1542.2
7846,6085501502,4578,65,2701,59,1852.8,4246,34,2402,56.6,1626.2,4160,4160,4160,4160,1539.2
7847,6085501601,4181,163,1280,30.6,2097.7,4044,76,1154,28.5,1871.5,4088,4088,4088,4088,1934.6
7848,6085501602,3792,116,2107,55.6,1523.4,3648,140,1631,44.7,1346.7,3255,3255,3255,3255,1348.1
7849,6085501700,4831,52,3329,68.9,1760.1,4508,36,2871,63.7,1572.1,4466,4466,4466,4466,1619.2
7850,6085501800,4934,100,2160,43.8,1521.5,4794,89,2158,45,1503.3,4622,4622,4622,4622,1511.5
7851,6085501901,2196,151,360,16.4,510.6,2345,244,481,20.5,508.3,2618,2618,2618,2618,626.2
7852,6085501902,3236,376,890,27.5,788.4,3249,336,955,29.4,795.2,3385,3385,3385,3385,928.2
7853,6085502001,5089,108,1574,30.9,1508.5,4984,105,1646,33,1359.2,4767,4767,4767,4767,1259.2
7854,6085502002,5963,198,3532,59.2,2223.7,5801,239,3234,55.7,2124.9,5308,5308,5308,5308,1995.5
7855,6085502101,5309,235,744,14,1566.8,5389,257,664,12.3,1684.6,5045,5045,5045,5045,1471.5
7856,6085502103,4675,709,1709,36.6,1433.7,4459,542,1665,37.3,1364,4261,4261,4261,4261,1164
7857,6085502104,2408,108,731,30.4,595.2,2528,88,818,32.4,667.9,2634,2634,2634,2634,790.4
7858,6085502202,2802,144,384,13.7,627.1,2812,141,341,12.1,578,2910,2910,2910,2910,662.7
7859,6085502203,4214,202,777,18.4,884.1,4277,273,1075,25.1,874.2,4211,4211,4211,4211,824.4
7860,6085502204,3438,297,1242,36.1,1428.1,3109,299,1123,36.1,1241.9,3242,3242,3242,3242,1278.7
7861,6085502301,3384,136,490,14.5,1027.3,3393,64,379,11.2,1115.4,3185,3185,3185,3185,1029.1
7862,6085502302,3524,140,1351,38.3,1040.2,3417,132,1178,34.5,920.7,3332,3332,3332,3332,872.2
7863,6085502400,7048,173,761,10.8,1804.6,6861,141,748,10.9,1777.6,6909,6909,6909,6909,1791
7864,6085502500,6760,220,1226,18.1,2231.9,6692,236,1047,15.6,2266.3,6537,6537,6537,6537,2094.6
7865,6085502601,3281,21,752,22.9,1013.9,3102,27,692,22.3,934.9,3048,3048,3048,3048,865.7
7866,6085502603,2858,74,391,13.7,789.2,3068,126,373,12.2,1005.2,3026,3026,3026,3026,977.5
7867,6085502604,4109,162,326,7.9,897.1,3912,168,254,6.5,833.1,3998,3998,3998,3998,1036.2
7868,6085502701,5665,680,1024,18.1,2002.4,5697,678,1191,20.9,1974.3,5611,5611,5611,5611,1926.1
7869,6085502703,3811,191,325,8.5,1049,3896,179,217,5.6,1067.9,4015,4015,4015,4015,1131.5
7870,6085502704,4042,280,287,7.1,1238.4,4245,287,339,8,1170.3,4143,4143,4143,4143,1108.1
7871,6085502800,4442,165,674,15.2,1478.6,4459,126,823,18.5,1542.6,4419,4419,4419,4419,1578.9
7872,6085502901,6210,75,549,8.8,1914.8,5927,158,582,9.8,1862.7,6213,6213,6213,6213,2020.2
7873,6085502902,9023,157,832,9.2,2856.4,9412,210,829,8.8,3300.6,9155,9155,9155,9155,3267.6
7874,6085502903,5220,42,635,12.2,1624.3,5239,35,640,12.2,1680.1,5270,5270,5270,5270,1638.6
7875,6085502906,4912,185,609,12.4,1689.8,4993,180,614,12.3,1603,4995,4995,4995,4995,1623
7876,6085502907,3960,41,312,7.9,1175.6,3929,46,424,10.8,1175.6,3912,3912,3912,3912,1114.4
7877,6085502908,6617,0,1519,23,2388.5,6590,16,1773,26.9,2307.4,6464,6464,6464,6464,2236.6
