,GEO_ID,E_Total_population_SX_AGE_2020,E_HSPNC_Total_population_2020,E_NOTHSPNC_White_alone_2020,P_NOTHSPNC_White_alone_2020,E_Under35_SX_AGE_2020,E_Total_population_SX_AGE_2021,E_HSPNC_Total_population_2021,E_NOTHSPNC_White_alone_2021,P_NOTHSPNC_White_alone_2021,E_Under35_SX_AGE_2021,E_Total_population_SX_AGE_2022,E_HSPNC_Total_population_2022,E_NOTHSPNC_White_alone_2022,P_NOTHSPNC_White_alone_2022,E_Under35_SX_AGE_2022
601,6013346102,5415,4,132,2.4,1806.3,5210,12,66,1.3,1591.8,5396,5396,5396,5396,1537.1
602,6013346203,4169,58,52,1.2,1283.3,4077,50,76,1.9,1273.1,4033,4033,4033,4033,1306
603,6013346204,8146,223,233,2.9,2509.6,7874,211,343,4.4,2433.9,7894,7894,7894,7894,2525
604,6013346205,3685,69,0,0,1021.1,3787,59,0,0,1061.9,4325,4325,4325,4325,1511.7
605,6013346206,3227,29,83,2.6,825.7,3276,96,89,2.7,888.1,3216,3216,3216,3216,888.9
606,6013347000,6351,61,201,3.2,1945,6642,0,204,3.1,2236.6,6724,6724,6724,6724,2319.2
607,6013348000,5018,42,60,1.2,1891.9,4643,27,66,1.4,1771.3,4819,4819,4819,4819,1790.2
608,6013349000,5293,92,161,3,1546.7,5803,79,338,5.8,1664.7,5815,5815,5815,5815,1763.8
609,6013350000,6290,107,283,4.5,1697.1,6104,81,321,5.3,1696.2,6150,6150,6150,6150,1752.8
610,6013351101,2711,0,0,0,66.9,2693,0,10,0.4,60.7,2737,2737,2737,2737,48.9
611,6013351103,1973,0,12,0.6,49.2,1924,2,23,1.2,57.3,1929,1929,1929,1929,61.7
612,6013351104,1762,0,30,1.7,74.5,1704,0,30,1.8,81.7,1667,1667,1667,1667,71.3
613,6013351105,1944,24,0,0,46.8,1856,31,0,0,44.7,1814,1814,1814,1814,55
614,6013351200,5846,60,159,2.7,1905.2,5546,9,152,2.7,1773,5525,5525,5525,5525,1731.2
615,6013352101,3624,141,245,6.8,1786.8,3684,166,246,6.7,1844.7,3628,3628,3628,3628,1694.8
616,6013352102,5203,71,249,4.8,2108.7,5199,143,357,6.9,2175.9,5187,5187,5187,5187,2097.2
617,6013352201,6452,63,252,3.9,2430.4,6044,102,245,4.1,2150.5,6070,6070,6070,6070,2215.7
618,6013352202,2750,10,19,0.7,878,2598,0,7,0.3,907.4,2674,2674,2674,2674,899.6
619,6013353001,4132,55,41,1,1416.4,4260,12,78,1.8,1535.6,4420,4420,4420,4420,1473.7
620,6013353002,4259,142,56,1.3,1335.8,4217,92,76,1.8,1284.1,4182,4182,4182,4182,1264.7
621,6013354001,2263,0,35,1.5,802.6,2332,0,20,0.9,870.6,2396,2396,2396,2396,931
622,6013354002,7143,77,94,1.3,1882.7,7298,46,116,1.6,1940.3,6943,6943,6943,6943,1852.7
623,6013355107,5537,1210,1308,23.6,1891.3,5856,1295,1025,17.5,2110.8,5607,5607,5607,5607,1948.3
624,6013355109,7653,2364,1358,17.7,2544.9,7746,2926,456,5.9,2739.5,7471,7471,7471,7471,2584.8
625,6013355110,4255,1495,498,11.7,1495.4,4342,1419,365,8.4,1596.1,4112,4112,4112,4112,1498.1
626,6013355111,6354,1414,1291,20.3,2122.1,6331,1080,1232,19.5,1977.5,6569,6569,6569,6569,1973.2
627,6013355112,5656,101,211,3.7,1416.9,5891,111,179,3,1426.3,5800,5800,5800,5800,1406.3
628,6013355113,5307,556,146,2.8,1802.1,5468,583,182,3.3,1820.3,5423,5423,5423,5423,1743
629,6013355115,9033,971,311,3.4,3088.1,9948,1257,189,1.9,3497,10013,10013,10013,10013,3405.7
630,6013355118,4041,1179,413,10.2,1181.6,3736,954,377,10.1,1146,3769,3769,3769,3769,1146
631,6013355119,4378,1307,472,10.8,1514.3,4793,1429,875,18.3,1567.8,5288,5288,5288,5288,1789.9
632,6013355120,4166,1737,763,18.3,1541.3,3861,1552,883,22.9,1426.9,4036,4036,4036,4036,1228
633,6013355121,6594,0,269,4.1,2645.8,6559,39,145,2.2,2524.9,6409,6409,6409,6409,2395
634,6013355122,5539,205,25,0.5,2162.9,5634,215,21,0.4,2256.4,5559,5559,5559,5559,2248.7
635,6013355123,3386,223,21,0.6,1332.3,3514,268,0,0,1402.8,3333,3333,3333,3333,1302.3
636,6013355124,4859,14,42,0.9,2108.3,4732,0,52,1.1,1968.2,4601,4601,4601,4601,1858.1
637,6013355125,4026,11,135,3.4,1628.5,4173,75,135,3.2,1723.7,4096,4096,4096,4096,1675.2
638,6013355126,5338,183,177,3.3,2000.8,5605,169,95,1.7,2109.3,5773,5773,5773,5773,2172.4
639,6013355201,8094,584,1130,14,2278.1,8037,858,903,11.2,2313.2,8114,8114,8114,8114,2207.1
640,6013355202,2872,719,391,13.6,1141.8,3387,1060,352,10.4,1490,3981,3981,3981,3981,1766.7
641,6013355302,3457,25,18,0.5,1051.4,3425,53,19,0.6,1051.2,3454,3454,3454,3454,1100.2
642,6013355306,4743,142,281,5.9,1690.6,4594,111,326,7.1,1596.2,4550,4550,4550,4550,1583.5
643,6013355307,5013,501,80,1.6,1725.4,4735,531,68,1.4,1732.7,4397,4397,4397,4397,1589
644,6013355308,3836,202,286,7.5,1353.3,3621,156,114,3.1,1308,3570,3570,3570,3570,1231.4
645,6013355309,5392,83,483,9,1775,5245,33,381,7.3,1670.8,5150,5150,5150,5150,1537.2
646,6013355310,2938,117,357,12.2,939.5,3143,120,446,14.2,966.2,3070,3070,3070,3070,957.4
647,6013356001,4122,937,525,12.7,1234,3972,710,433,10.9,1175.2,4025,4025,4025,4025,1290
648,6013356002,5778,770,648,11.2,1584.3,6057,747,811,13.4,1727.4,5688,5688,5688,5688,1606.2
649,6013357000,3320,186,441,13.3,829.6,3529,384,493,14,840.1,3458,3458,3458,3458,673.7
650,6013358000,6127,1626,817,13.3,2161.3,5804,1478,924,15.9,2036.5,5859,5859,5859,5859,1889
651,6013359102,5046,1298,922,18.3,1328.1,4927,1073,864,17.5,1219,5061,5061,5061,5061,1364.6
652,6013359103,5444,844,384,7.1,1265.7,5309,814,381,7.2,1298.4,5435,5435,5435,5435,1396.2
653,6013359104,2673,1086,217,8.1,778.1,2594,1022,219,8.4,788,2537,2537,2537,2537,739.9
654,6013359105,4877,1280,158,3.2,1496,4746,1131,258,5.4,1411.5,4927,4927,4927,4927,1474.8
655,6013359202,6926,535,1366,19.7,1550.5,6748,704,1455,21.6,1584.2,6819,6819,6819,6819,1670.9
656,6013359203,6826,1237,725,10.6,1953.1,6947,1214,899,12.9,1842.6,7200,7200,7200,7200,1952.5
657,6013359204,4890,997,432,8.8,1367.8,4702,958,458,9.7,1177.6,4340,4340,4340,4340,1084.3
658,6013360101,3909,402,377,9.6,936.1,4284,373,425,9.9,1082.2,4224,4224,4224,4224,1074.6
659,6013360102,4601,482,780,17,1149.6,4932,470,868,17.6,1330.1,5030,5030,5030,5030,1270.5
660,6013360200,5206,611,1231,23.6,1587.5,5436,777,1149,21.1,1519.9,5482,5482,5482,5482,1399.4
661,6013361000,4861,736,896,18.4,1299,5050,687,1031,20.4,1511.9,4973,4973,4973,4973,1428.8
662,6013362000,2812,432,298,10.6,515.1,2904,710,505,17.4,658,2832,2832,2832,2832,667.8
663,6013363000,7445,1856,870,11.7,1715.3,7573,1965,699,9.2,1765.2,7793,7793,7793,7793,1659.7
664,6013364002,5479,1009,1366,24.9,1859.5,5588,684,1403,25.1,1848.9,5426,5426,5426,5426,1698
665,6013365002,5422,1238,2068,38.1,2150.2,5313,1045,2065,38.9,2282.7,5171,5171,5171,5171,2261.8
666,6013365003,5282,1645,590,11.2,1557.8,5466,1665,455,8.3,1642.1,5416,5416,5416,5416,1594
667,6013366001,4645,591,1741,37.5,2031.3,4662,420,2010,43.1,2076.9,4690,4690,4690,4690,1997.4
668,6013366002,6565,1184,2787,42.5,2934,6575,1136,2976,45.3,2780.7,6876,6876,6876,6876,2939.9
669,6013367100,5520,2133,993,18,1855.8,5675,2254,1211,21.3,1774,5773,5773,5773,5773,1797.2
670,6013367200,6102,1000,1967,32.2,2153.2,6210,1136,2158,34.8,2193.7,5869,5869,5869,5869,2024.4
671,6013368001,4636,271,2674,57.7,1621.5,4969,509,2805,56.4,1900.7,5013,5013,5013,5013,2049.3
672,6013368002,3979,416,2334,58.7,1793.1,3954,437,2185,55.3,1846.9,4102,4102,4102,4102,1873.4
673,6013369001,7241,879,2005,27.7,2490,7383,1026,1975,26.8,2597.6,7347,7347,7347,7347,2520.1
674,6013369002,2808,418,1015,36.1,791.9,2826,436,1107,39.2,862.2,2728,2728,2728,2728,897.4
675,6013370000,2728,360,302,11.1,763.9,2999,243,337,11.2,752.1,2960,2960,2960,2960,770.3
676,6013371000,5927,732,1701,28.7,1818.9,5816,693,1674,28.8,1668.3,5776,5776,5776,5776,1760.7
677,6013372000,7551,745,3238,42.9,2492.4,7959,752,3322,41.7,2625.3,7610,7610,7610,7610,2264.7
678,6013373000,4507,495,2382,52.9,1671.9,4500,333,2075,46.1,1668.9,4386,4386,4386,4386,1472.6
679,6013374000,4791,797,1522,31.8,1567.8,5031,789,1662,33,1645.2,4687,4687,4687,4687,1461.5
680,6013375000,4874,796,2672,54.8,2260.9,5146,487,3161,61.4,2435,5271,5271,5271,5271,2708
681,6013376000,6354,843,3448,54.3,2825.8,6929,1210,3711,53.6,3073.1,6712,6712,6712,6712,2908.5
682,6013377000,7407,1232,3098,41.8,2694.1,8097,2188,2382,29.4,3010.3,7826,7826,7826,7826,2873.3
683,6013378000,3412,209,288,8.4,611.9,3738,115,281,7.5,755.7,3887,3887,3887,3887,755
684,6013379000,7128,1806,2944,41.3,3180.5,7649,1862,3217,42.1,3424.9,8383,8383,8383,8383,3921.9
685,6013380001,2699,478,212,7.9,354.9,2853,716,233,8.2,374.5,2896,2896,2896,2896,403.7
686,6013380002,3325,1103,508,15.3,962.4,3688,1445,732,19.8,954.7,3470,3470,3470,3470,882.2
687,6013381000,6848,2439,1571,22.9,2450.5,6688,2553,1728,25.8,2492,6703,6703,6703,6703,2549.3
688,6013382000,7736,2978,1513,19.6,2737.1,7890,3514,1381,17.5,2432.6,8477,8477,8477,8477,2720.6
689,6013383000,5130,316,208,4.1,1560.2,5607,309,191,3.4,1597,5848,5848,5848,5848,1616
690,6013384000,3823,270,141,3.7,900,3829,223,177,4.6,903,3826,3826,3826,3826,906.9
691,6013385100,3026,231,312,10.3,522.1,3110,219,304,9.8,563.6,3100,3100,3100,3100,611.6
692,6013385200,1273,198,37,2.9,370.7,1374,209,27,2,407.1,1413,1413,1413,1413,438
693,6013386000,3669,368,448,12.2,1100.1,3835,355,580,15.1,1117.6,3758,3758,3758,3758,1110.7
694,6013387000,2863,273,37,1.3,905.5,3025,212,65,2.1,971.8,3090,3090,3090,3090,1019.6
695,6013388000,2600,268,344,13.2,788.3,2735,220,374,13.7,721.7,2711,2711,2711,2711,793.7
696,6013389100,2394,303,191,8,644,2404,259,232,9.7,683.5,2455,2455,2455,2455,697.3
697,6013389200,1891,75,344,18.2,625.1,1836,86,302,16.4,563.3,1955,1955,1955,1955,623
698,6013390100,2349,153,158,6.7,656.4,2352,150,146,6.2,641.4,2225,2225,2225,2225,532.2
699,6013390200,1764,33,67,3.8,435.5,1779,20,38,2.1,416.5,1820,1820,1820,1820,450.5
700,6013391000,2555,230,297,11.6,852.3,2596,239,161,6.2,835.8,2568,2568,2568,2568,794.5
701,6013392000,2513,87,95,3.8,726.1,2569,144,75,2.9,759.2,2588,2588,2588,2588,732.8
702,6013392201,5055,1189,690,13.6,1671.7,5682,987,668,11.8,1992.6,4867,4867,4867,4867,1619.1
703,6013392202,5244,565,2267,43.2,1642.2,5057,465,2028,40.1,1507.4,4724,4724,4724,4724,1378.6
704,6013392300,3628,544,253,7,1221.7,3613,474,241,6.7,1235.2,3754,3754,3754,3754,1352.2
705,6013980000,632,175,210,33.2,422.7,615,188,219,35.6,376,507,507,507,507,450
706,6013990000,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA
707,6015000101,4081,63,481,11.8,1456.7,4228,26,444,10.5,1511.3,4391,4391,4391,4391,1287.6
708,6015000102,3578,170,709,19.8,1397.8,3821,169,780,20.4,1570.9,3676,3676,3676,3676,1568.5
709,6015000104,2509,217,702,28,1204.9,2524,190,641,25.4,1133,2625,2625,2625,2625,1209.6
710,6015000106,3781,26,588,15.6,1277.8,3793,57,573,15.1,1302,3978,3978,3978,3978,1387.6
711,6015000107,3011,42,280,9.3,977.9,3000,57,403,13.4,892.9,3187,3187,3187,3187,826.9
712,6015000201,6123,495,658,10.7,1344.2,5620,562,626,11.1,1208.7,5322,5322,5322,5322,1278.7
713,6015000202,3486,66,260,7.5,772.7,3590,69,391,10.9,864.7,3249,3249,3249,3249,806.4
714,6015000203,1123,33,121,10.8,392.9,1079,20,143,13.3,407.3,1034,1034,1034,1034,379.5
715,6015990000,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA
716,6017030201,2979,26,1009,33.9,1008.6,2831,29,907,32,1021.2,2628,2628,2628,2628,927.7
717,6017030202,2226,0,1021,45.9,755.2,2025,0,823,40.6,676.2,1998,1998,1998,1998,702.4
718,6017030301,3017,73,748,24.8,900.2,2731,56,689,25.2,814.9,2827,2827,2827,2827,856.5
719,6017030302,2684,120,319,11.9,767.4,2551,104,285,11.2,543.7,2801,2801,2801,2801,637
720,6017030402,4319,109,850,19.7,1180.3,4064,74,761,18.7,1256,3516,3516,3516,3516,1018.6
721,6017030403,1369,0,0,0,368.8,1226,0,0,0,399.2,1258,1258,1258,1258,352.8
722,6017030404,2244,34,325,14.5,633.6,2212,24,275,12.4,612.9,2244,2244,2244,2244,666.2
723,6017030502,2696,94,216,8,753.1,2749,48,201,7.3,740.8,2530,2530,2530,2530,572
724,6017030504,2674,24,109,4.1,676.8,2823,20,132,4.7,720.6,2763,2763,2763,2763,692.6
725,6017030506,969,4,20,2.1,346.8,980,12,20,2,373.2,1043,1043,1043,1043,445.3
726,6017030507,1432,51,163,11.4,522.4,1680,28,226,13.5,626.7,1649,1649,1649,1649,609.4
727,6017030601,5020,35,161,3.2,1264.6,4996,46,255,5.1,1121.4,5331,5331,5331,5331,1191.3
728,6017030603,3998,84,201,5,1079.5,3882,76,268,6.9,1108.9,3670,3670,3670,3670,1054.6
729,6017030604,886,0,260,29.3,414.1,859,0,215,25,449,918,918,918,918,353.7
730,6017030605,2181,6,25,1.1,762.5,1871,5,45,2.4,688,1619,1619,1619,1619,558.8
731,6017030606,4681,36,496,10.6,1254.5,4370,38,464,10.6,1159.9,4352,4352,4352,4352,1102.1
732,6017030701,5781,0,330,5.7,1843.2,5595,0,247,4.4,1615.2,5439,5439,5439,5439,1522
733,6017030706,5895,255,318,5.4,1822.1,5994,269,448,7.5,1908,5658,5658,5658,5658,1674.3
734,6017030709,4894,52,356,7.3,1483.2,5012,59,365,7.3,1590.4,5206,5206,5206,5206,1715.9
735,6017030710,5628,82,364,6.5,1668.8,5970,39,419,7,1841.4,6091,6091,6091,6091,1889
736,6017030711,6321,342,143,2.3,2022.3,6371,509,160,2.5,1892.5,6724,6724,6724,6724,2101.8
737,6017030712,4453,164,154,3.5,1457.8,4765,230,67,1.4,1623.2,4929,4929,4929,4929,1561.3
738,6017030801,4814,48,669,13.9,1434.6,4778,48,581,12.2,1422,4735,4735,4735,4735,1408.4
739,6017030804,6863,49,698,10.2,2097.6,6693,29,793,11.8,1777.3,6677,6677,6677,6677,1830.8
740,6017030807,3577,40,234,6.5,1144.5,3490,60,253,7.2,1104.7,3482,3482,3482,3482,1070.7
741,6017030808,5816,111,809,13.9,2043.8,6077,51,728,12,1994.4,6189,6189,6189,6189,2046.1
742,6017030809,2633,21,257,9.8,928.7,2730,33,292,10.7,939.3,2743,2743,2743,2743,901.2
743,6017030810,3772,55,642,17,1120.9,3696,134,508,13.7,1024.1,3761,3761,3761,3761,984
744,6017030811,1733,0,222,12.8,564.2,1532,0,124,8.1,481,1487,1487,1487,1487,441.5
745,6017030812,6094,33,523,8.6,1990.4,6468,17,537,8.3,2222.4,6469,6469,6469,6469,2188.6
746,6017030901,3696,9,173,4.7,1102.9,3483,13,161,4.6,976,3476,3476,3476,3476,953.1
747,6017030902,4686,25,403,8.6,1252.7,4885,48,458,9.4,1272.3,5134,5134,5134,5134,1470.6
748,6017031000,5890,0,721,12.2,1442.4,5977,0,628,10.5,1558.9,6477,6477,6477,6477,1702.5
749,6017031100,5767,13,812,14.1,1526.5,6264,14,837,13.4,1705.7,6235,6235,6235,6235,1621.6
750,6017031200,5278,88,620,11.7,1357.9,5309,91,669,12.6,1259.2,5299,5299,5299,5299,1334.3
751,6017031301,3546,1,148,4.2,835.2,3633,1,84,2.3,826.1,3575,3575,3575,3575,763.4
752,6017031302,4479,37,288,6.4,1237.4,4242,38,357,8.4,1216,4057,4057,4057,4057,1043.5
753,6017031404,2202,46,96,4.4,615.9,2227,46,181,8.1,714.8,2396,2396,2396,2396,724.2
754,6017031405,2327,9,136,5.8,602.6,2428,8,161,6.6,676.7,2494,2494,2494,2494,700.4
755,6017031406,5372,39,177,3.3,1386,4921,55,136,2.8,1297.4,4905,4905,4905,4905,1263.3
756,6017031407,2050,57,62,3,466.8,2025,59,13,0.6,503.5,1927,1927,1927,1927,446.7
757,6017031408,1896,0,440,23.2,407.8,1768,0,292,16.5,317.6,1886,1886,1886,1886,418
758,6017031409,2597,43,59,2.3,722.2,2305,36,58,2.5,591.1,2554,2554,2554,2554,696.8
759,6017031503,2310,0,103,4.5,616.3,2425,0,144,5.9,566.3,2448,2448,2448,2448,594.6
760,6017031504,6608,109,1442,21.8,2006.2,6927,102,1628,23.5,2118.5,6639,6639,6639,6639,1920
761,6017031505,2616,13,82,3.1,528,2773,13,113,4.1,663.8,2992,2992,2992,2992,759.8
762,6017031506,2579,70,155,6,819.7,2722,76,108,4,928.8,2811,2811,2811,2811,1015.2
763,6017031601,1519,0,746,49.1,510.6,1427,0,837,58.7,464.9,1783,1783,1783,1783,487.7
764,6017031602,2102,6,328,15.6,619.3,2247,7,522,23.2,638.1,2248,2248,2248,2248,715.1
765,6017031700,3377,76,127,3.8,1323.5,3476,140,109,3.1,1465.8,3506,3506,3506,3506,1490.3
766,6017031800,6690,196,161,2.4,2575.2,7075,156,89,1.3,2806.5,7004,7004,7004,7004,2775
767,6017031900,86,0,3,3.5,99.1,99,0,0,0,121.3,85,85,85,85,154.9
768,6017032001,755,9,0,0,362.4,675,6,0,0,308.9,810,810,810,810,344.6
769,6017032002,268,11,58,21.6,285.3,234,20,19,8.1,348.4,235,235,235,235,266.7
770,6017990000,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA
771,6019000100,3852,492,1883,48.9,988.3,3922,548,1892,48.2,1027,3489,3489,3489,3489,756.3
772,6019000200,2432,294,1669,68.6,1084.5,2511,287,1722,68.6,1153.6,2861,2861,2861,2861,1316
773,6019000300,4927,919,3172,64.4,2227,4276,956,2754,64.4,1822.8,3906,3906,3906,3906,1835.6
774,6019000400,5700,220,3892,68.3,2340.7,5642,280,3837,68,2095.4,5629,5629,5629,5629,2021.7
775,6019000501,2864,451,1961,68.5,1501.5,2953,480,1987,67.3,1536.7,2990,2990,2990,2990,1535.2
776,6019000502,3338,89,2334,69.9,1546.7,3097,168,2117,68.4,1377,3024,3024,3024,3024,1237
777,6019000601,4002,441,2590,64.7,1641.6,4089,339,2924,71.5,1545.1,4328,4328,4328,4328,1636.2
778,6019000602,957,234,374,39.1,345.3,874,229,307,35.1,285.5,1431,1431,1431,1431,617.8
779,6019000701,2412,811,1431,59.3,985,2563,530,1686,65.8,1061.8,2956,2956,2956,2956,1298.1
780,6019000702,1340,158,941,70.2,495.7,1473,185,1063,72.2,587.7,1569,1569,1569,1569,727.6
781,6019000901,3017,520,1831,60.7,1596,3066,293,1861,60.7,1595.5,3217,3217,3217,3217,1698.8
782,6019000902,4937,945,3381,68.5,2874.9,5110,1018,3370,65.9,2931.8,5283,5283,5283,5283,3041.5
783,6019001000,4404,952,2878,65.3,2233.2,4463,852,2907,65.1,2208.5,4755,4755,4755,4755,2290.8
784,6019001100,3180,909,2043,64.2,1544.1,3357,660,2417,72,1636.5,3166,3166,3166,3166,1515.1
785,6019001201,6437,329,4514,70.1,3331.2,6416,347,4138,64.5,3326.2,6344,6344,6344,6344,3228.9
786,6019001202,4331,531,3190,73.7,2154.1,4436,422,3441,77.6,2168.6,4669,4669,4669,4669,2273.7
787,6019001301,5442,75,4203,77.2,2392.2,5568,46,4169,74.9,2375.4,5281,5281,5281,5281,2187.7
788,6019001303,2571,220,1573,61.2,1234.3,2651,178,1701,64.2,1278,2477,2477,2477,2477,1155.3
789,6019001304,5530,545,3480,62.9,2430.7,5567,542,3539,63.6,2609.5,5723,5723,5723,5723,2846.9
790,6019001407,4725,801,2284,48.3,2369,4703,864,2172,46.2,2282.8,4806,4806,4806,4806,2456.8
791,6019001408,2465,135,924,37.5,945.7,2583,228,1177,45.6,1100,2360,2360,2360,2360,973.9
792,6019001409,2288,211,879,38.4,915.9,2578,217,1014,39.3,1121.3,2704,2704,2704,2704,1259.2
793,6019001411,7329,531,3470,47.3,3358.4,7384,675,2799,37.9,3433.2,7366,7366,7366,7366,3357.2
794,6019001412,3334,85,1507,45.2,1455.5,3457,90,1642,47.5,1590.8,3641,3641,3641,3641,1498.4
795,6019001413,6872,178,2808,40.9,2588.9,7424,288,3033,40.9,2800.6,7921,7921,7921,7921,3048.4
796,6019001415,6094,190,3758,61.7,2374,6156,181,3927,63.8,2419.7,6032,6032,6032,6032,2255.6
797,6019001416,6128,232,2879,47,3179.2,6101,330,2595,42.5,2832.5,6621,6621,6621,6621,3149.6
798,6019001417,6125,279,1951,31.9,2211.4,6392,144,2087,32.7,2229.3,6380,6380,6380,6380,1961.7
799,6019001418,2015,193,735,36.5,826.5,1767,24,825,46.7,650.5,1907,1907,1907,1907,680.4
800,6019001500,2337,55,1563,66.9,1039.5,2037,69,1263,62,898.3,1982,1982,1982,1982,881.7
801,6019001600,4975,62,3202,64.4,1764.8,5522,46,3647,66,2101.2,5487,5487,5487,5487,2142.5
802,6019001700,6516,216,3699,56.8,2652.9,6439,187,3711,57.6,2600.6,6351,6351,6351,6351,2657.5
803,6019001800,4733,24,3139,66.3,1833.5,4605,23,3172,68.9,1667.3,4782,4782,4782,4782,1844.6
804,6019002000,6186,938,3794,61.3,2628.5,6023,770,3861,64.1,2573,6063,6063,6063,6063,2652
805,6019002100,6218,516,4107,66.1,2920.4,6102,288,4242,69.5,2541.8,6098,6098,6098,6098,2431.6
806,6019002200,3616,141,2149,59.4,1210.8,3781,143,2042,54,1313.7,3738,3738,3738,3738,1179.1
807,6019002300,3574,135,2347,65.7,1501.5,3889,63,2439,62.7,1596.7,3202,3202,3202,3202,1147.9
808,6019002400,4856,191,3449,71,2229.7,4951,299,3732,75.4,2150.3,4985,4985,4985,4985,2259.1
809,6019002501,4654,416,3123,67.1,2642.9,4767,509,3254,68.3,2830.1,4614,4614,4614,4614,2631.1
810,6019002502,4947,179,3326,67.2,2828.6,5246,180,3655,69.7,3033.2,5190,5190,5190,5190,2945.1
811,6019002601,4793,106,3914,81.7,2033.1,5256,130,4430,84.3,2220.7,5446,5446,5446,5446,2287.9
812,6019002602,3167,86,2307,72.8,1253.1,3223,127,2283,70.8,1246.5,3177,3177,3177,3177,1119.8
813,6019002701,4854,45,3800,78.3,2129.3,4992,149,3756,75.2,2238,4994,4994,4994,4994,2243.7
814,6019002702,4410,217,3500,79.4,2332.3,4715,246,3627,76.9,2337.7,4918,4918,4918,4918,2403.2
815,6019002800,4361,293,2783,63.8,2080.7,4464,324,2695,60.4,2133.8,4388,4388,4388,4388,2015.3
816,6019002903,3845,474,1463,38,1635.6,3762,526,1633,43.4,1479.7,3659,3659,3659,3659,1387.7
817,6019002904,3281,250,1946,59.3,1542.7,3368,289,2043,60.7,1492.4,3453,3453,3453,3453,1552.1
818,6019002905,2912,132,1636,56.2,1520.3,2929,135,1759,60.1,1451,2902,2902,2902,2902,1407
819,6019002906,5159,274,2815,54.6,2141.9,5030,199,2423,48.2,1909.9,5082,5082,5082,5082,1900.4
820,6019003001,3243,333,1178,36.3,1445.5,3141,268,1197,38.1,1352.6,3181,3181,3181,3181,1338.5
821,6019003003,4128,320,1953,47.3,1838.6,4045,260,1849,45.7,1831.9,4545,4545,4545,4545,2029
822,6019003004,2094,19,1011,48.3,883.9,2118,38,936,44.2,876.1,2092,2092,2092,2092,856.6
823,6019003102,7550,970,3054,40.5,3158.6,8263,781,3791,45.9,3456.1,8415,8415,8415,8415,3394.6
824,6019003103,5169,133,2374,45.9,2210.5,5340,230,2294,43,2003.4,5654,5654,5654,5654,2075.9
825,6019003104,4337,280,1193,27.5,1530,4392,263,1607,36.6,1561.7,4594,4594,4594,4594,1588.3
826,6019003201,5591,258,3468,62,2039.2,5753,204,3549,61.7,2056.3,5674,5674,5674,5674,1971.1
827,6019003202,5337,593,2356,44.1,2507.5,5547,369,2518,45.4,2707.8,5456,5456,5456,5456,2720.3
828,6019003301,3097,259,1842,59.5,1143.2,3245,266,2124,65.5,1333.7,3126,3126,3126,3126,1355.3
829,6019003302,4650,193,2672,57.5,1781.8,4651,263,3224,69.3,1711.6,4700,4700,4700,4700,1800.8
830,6019003401,3359,918,1553,46.2,1478.9,3384,809,1596,47.2,1552.9,3860,3860,3860,3860,1694.1
831,6019003402,1957,405,904,46.2,644.6,1796,218,1058,58.9,555.3,1864,1864,1864,1864,663.8
832,6019003500,4793,345,2348,49,1445.2,4915,329,2578,52.5,1688.3,5263,5263,5263,5263,1935.2
833,6019003600,4211,305,1231,29.2,1139,4203,219,1136,27,1084.1,4086,4086,4086,4086,1175
834,6019003701,3057,141,1867,61.1,1047.4,3151,156,1795,57,1130.9,3304,3304,3304,3304,1320.7
835,6019003702,5165,519,2694,52.2,1781.7,5579,894,2896,51.9,2194.6,5494,5494,5494,5494,2364
836,6019003804,7081,882,3073,43.4,3289.3,7199,676,3212,44.6,3290.3,6865,6865,6865,6865,3101.4
837,6019003805,7878,555,4342,55.1,3444.6,7741,514,4223,54.6,3213.3,7554,7554,7554,7554,3390.9
838,6019003807,3179,200,1616,50.8,1369.2,3304,91,1773,53.7,1524.9,3144,3144,3144,3144,1487.9
839,6019003808,5128,531,2594,50.6,1787.1,5438,622,2965,54.5,2003.9,5277,5277,5277,5277,1967.1
840,6019003809,4808,716,1746,36.3,2214.7,4813,750,1972,41,2146.7,4341,4341,4341,4341,1886.4
841,6019003810,5925,945,2903,49,2223.8,6277,988,3136,50,2239.1,6372,6372,6372,6372,2273.7
842,6019003811,8994,196,3174,35.3,3910.5,7382,326,2865,38.8,2720.7,7597,7597,7597,7597,2878.9
843,6019003812,2199,360,493,22.4,713.2,2251,364,692,30.7,778.4,2513,2513,2513,2513,991.5
844,6019003900,6133,304,4292,70,2805.1,5313,281,3806,71.6,2514.1,4775,4775,4775,4775,2042.3
845,6019004003,4432,150,2674,60.3,1833.6,4678,134,3110,66.5,1893.7,4688,4688,4688,4688,2119.4
846,6019004004,4282,22,3132,73.1,2259.1,4058,18,2906,71.6,2114.5,4256,4256,4256,4256,2266.8
847,6019004005,3763,1,2854,75.8,1696.1,3796,2,2959,78,1765.2,3783,3783,3783,3783,1679.4
848,6019004006,3140,27,2695,85.8,1226.3,3722,33,3289,88.4,1631.4,3542,3542,3542,3542,1437.3
849,6019004100,3349,85,1955,58.4,1586.9,3613,91,2219,61.4,1783.2,3488,3488,3488,3488,1622.4
850,6019004205,6007,1816,2548,42.4,2335.7,6305,1440,3264,51.8,2635.9,6341,6341,6341,6341,2742.6
